CATEGORY	TOKENS	NUM_WORDS	NUM_CAPITALS	NUM_PUNCTUATIONS
e	Emma Stone dazzles in plunging emerald green gown on the red carpet at the ...	15	2	3
b	CORRECTED-US STOCKS-Wall St to open flat after six-day run , mixed overseas ...	13	19	7
e	Led Zeppelin STOLE Stairway To Heaven from us , claim US band Spirit	13	13	1
m	UPDATE 1-US FDA approves 'Star Wars ' robotic arm for amputees	11	13	3
b	UPDATE 2-GM recalls another 2.6 mln vehicles , doubles 2nd-quarter charge	11	8	4
e	It Took 4 Years And Trips To 26 Countries To Make This Proposal Video	14	12	0
b	Hong Kong shares fall with Tencent a big drag , China slips	12	4	1
b	Seized oil tanker Morning Glory docks in Libyan capital Tripoli-witness	10	5	1
b	UPDATE 2-China Telecom books record revenue on rapid mobile sales growth	11	8	1
b	Spain banks ' ECB borrowing falls for 19th month in March	11	5	1
b	GRAINS-Corn falls as USDA sees crop quality best in 20 years	11	11	1
t	Journalist recounts shocking moment woman swiped Google Glass off his face ...	12	3	3
t	Leaked iPhone 6 Photos Appear To Show New Design In All Its Thin , Rounded ...	16	13	4
b	UPDATE 1-Hong Kong 's soaring bank exposure to China sparks credit concerns	12	9	2
e	Taylor Swift Crashes Super Fan 's Bridal Shower , Making It The Best Bridal ...	15	12	5
e	Nobel Prize-winning South African author Nadine Gordimer dies aged 90	10	6	1
t	Harry Reid Provokes GOP With Immigration Reform Suggestion	8	10	0
t	Apple 's New MacBook Air Is Its Cheapest One Ever	10	10	1
t	Google To De-Dorkify Glass in Partnership with Ray-Ban Maker Luxottica	10	10	2
m	How do humans smell ? Better than expected ( or we would , if it were n't for ...	19	2	7
e	Rest in peace : Casey Kasem 's kids hand over his body to the radio legend 's ...	18	3	6
t	FCC Commissioner Offers Wheeler a Way Out on Internet Rules	10	10	0
e	Josh Elliott Leaving 'Good Morning America ' For NBC ; Amy Robach Replacing Him	14	14	3
e	Katherine Heigl Feels 'Betrayed ' By Her Career	8	7	2
b	Uber declares war on the yellow cab : App-powered car firm cuts prices in New ...	16	3	5
t	Scientists solve the mystery of whether dinosaurs were hot or cold blooded - and ...	15	1	4
t	Netflix CEO Calls for Stronger Rules on Handling Web Traffic ( 1 )	13	10	2
b	Fiat Chrysler does not need to play aggregator in car sector-CEO	11	5	1
t	SpaceX cargo run to space station reset for Friday	9	3	0
e	Miley Cyrus is targeted in second robbery in seven months as thieves make off ...	15	2	3
t	Here are 10 key events in the recall saga :	10	1	1
e	Josh Elliot to quit GMA for NBC Sports after 'he tried to negotiate raise following ...	16	9	4
b	UPDATE 1-Refiners ' shares fall after US allows some light crude exports	12	9	2
e	17 Times Zach Braff 's 'Wish I Was Here ' References 'Garden State '	14	10	5
t	UPDATE 2-FCC pushes back against criticism over Internet traffic plan	10	10	1
b	Pound Resumes World-Beating Rally on Inflation	6	6	1
b	FOREX-Dollar unsettled by dovish Yellen , yen still in doldrums	10	7	2
b	Kerry in India Pushes to Save WTO Deal Before Deadline	10	10	0
t	Antarctic ice losses have DOUBLED since 2010 researchers reveal	9	8	0
m	Study shows 30-percent of breast cancer survivors are unemployed within four ...	12	1	4
b	REFILE-American Apparel creditor demands loan repayment	6	8	1
b	Yellen Says Fed Has n't Met Goals on Inflation , Unemployment	11	8	2
b	UPDATE 1-US investigators propose review of flight controls after Asiana crash	11	9	1
b	HP Lays Off 16000 People	5	5	0
b	Median pay for CEOs rise above $ 10m for the first time	12	4	1
b	Action camera-maker GoPro 's shares jump 26 pct in debut	10	3	2
e	Chris Brown will remain behind bars until at least June after assault trial is delayed	15	3	0
m	Lab-Grown Vaginal Organs Successfully Implanted Into 4 Teens	8	8	1
e	Off to a roaring start ! Godzilla takes in $ 93.2million during its opening weekend	15	2	3
b	Europe Bonds Advance on ECB Stimulus as Erste Tumbles	9	9	0
m	Jenny McCarthy Claims She Is 'Pro-Vaccine ' In Sun-Times Op-Ed	10	13	5
t	101 Geysers Discovered On Saturn 's Icy Moon Enceladus	9	7	1
b	US STOCKS-S & P 500 on path to new closing high ; homebuilders lead	14	10	3
e	Khloe Kardashian and new man French Montana are seen jetting out of LA	13	6	0
e	Karis Jagger emerges from house 'where her father Mick is staying ' while he ...	15	3	5
b	NYMEX-US crude climbs towards $ 107 on oil export report	10	7	2
t	Microsoft Unveils New Version of Surface Pro Tablet	8	7	0
b	FOREX-Dollar slips on Yellen 's dovish stance , pound hits 4-1/2-year high	12	7	6
b	UPDATE 1-German unemployment falls far more than forecast in April	10	8	1
m	Eating one chicken breast or salmon fillet a day can reduce the risk of a stroke by ...	18	1	3
b	Empowering Working Women and Families Means Closing the Wage Gap	10	8	0
t	Your Mac Is About To Look And Act A Lot More Like Your iPhone	14	14	0
b	The Feds Go After FedEx for Shipping Drugs	8	8	0
b	Markit Manufacturing Index in US Increases to 57.3 From 56.4	10	7	2
e	How Kate 's parents are cashing in on kids ' bracelet craze - two months after their ...	18	2	6
e	Jimmy Fallon Ca n't Keep It Together Playing 'Face Balls ' With Julia Roberts	14	12	3
b	US judge still has opportunity to suspend debt ruling - Argentina	11	3	1
b	JPMorgan Drops After Profit Misses Analysts ' Estimates	8	9	1
b	UPDATE 2-Alcoa to buy aerospace company Firth Rixson	8	9	1
e	Disney reveals it 's working on The Incredibles sequel and third Cars movie	13	4	1
t	Google Glass : I Have Better Things to Do With $ 1500	12	8	2
b	Argentina says debt deal between third parties would not break RUFO	11	5	0
m	'It is as if I have just been reborn ' : Woman struck down by Ebola virus which has ...	20	4	6
b	Barclays Picks Crawford Gillies as a Director to Oversee Pay ( 1 )	13	7	2
t	UN Court Orders Japan to End Whaling as Hunt Not Scientific ( 1 )	14	10	2
b	Fed torn between falling jobless , rising inflation	8	1	1
t	Mercedes-Benz S-Class Pullman : $ 1 Million Luxury Car	9	8	4
b	BNY Mellon Ordered to Keep Disputed Argentine Funds	8	9	0
b	TABLE-US banks ' capital ratios under Fed stress tests	9	8	2
e	Christina Hendricks ' hopes for Mad Men character Joan as final season kicks off	14	5	1
b	European shares slip , Vodafone drops after results	8	2	1
e	America Ferrera is SUITably stylish at Nickelodeon Kids Choice Awards	10	10	0
e	Zach Galifianakis , Louis CK comedy show 'Baskets ' picked up by FX	13	8	3
b	EPA Eyeing Federal Rules On Fracking Fluid Disclosure	8	10	0
b	Fitch Publishes Sector Credit Factors for Japanese Insurers	8	7	0
b	EM ASIA FX-Yellen helps Asia currencies crawl higher in subdued trading	11	10	1
m	School Reverses Decision To Suspend Girl Who Shaved Her Head For Friend ...	13	12	3
b	RPT-CORRECTED-UPDATE 1-Could take 5-8 years to shrink Fed portfolio -Yellen	10	21	5
e	Good Friday On Jerusalem 's Via Dolorosa Marked By Christians ...	11	9	4
b	Detroit Turns Inward : Ford Puts a Lifer in the Driver 's Seat	13	8	2
b	UPDATE 1-US `` not expecting good news '' at WTO meeting on Indian row	14	12	3
b	UPDATE 1-FedEx faces US criminal charges over online pharmacies	9	10	1
m	UPDATE 1-Guinea seeks to stem spread of deadly Ebola virus in capital	12	8	1
b	Indian Rupee Snaps Three-Day Loss as Yellen Supports US Policy	10	11	1
b	FOREX-Euro subdued by German data , dollar holds on to recent gains	12	7	2
b	UPDATE 5-New York 's MTA , unions to continue talks Thursday to avert strike	14	12	3
b	China May new bank loans at 870.8 bln yuan	9	2	1
b	American Apparel , Investors Reportedly Reach Preliminary Deal After Dov ...	11	9	4
e	'My mother touched me I 'm certain ' : Hip hop mogul gunned down at mom 's ...	18	3	8
b	Fed should not let economy overheat , Fisher tells CNBC	10	6	1
b	US STOCKS-Wall St snaps six-day run ; Apple to split stock	11	11	3
b	WRAPUP 1-US consumer confidence near 6-yr high , home prices rise	11	8	3
m	UPDATE 1-All workers test negative for MERS at Indiana hospital-official	10	12	2
b	Target removes CEO in wake of devastating cyber attack	9	4	0
b	Nikkei scales fresh 1-week high on strong US data	9	3	1
e	Bikini girl Kim Kardashian flirts with stepbrother Brody ... as it 's revealed she once ...	16	4	7
e	Robin Thicke mocked during Twitter chat	6	3	0
e	Mila Kunis holds her MTV movie award over her growing tummy as pregnancy ...	14	5	3
e	Animal Welfare Activists Picket Liam Neeson 's NYC Home	9	10	1
b	UPDATE 4-BofA suspends buyback , div increase after capital error	10	8	2
b	Last-Minute Tax Strategies to Be Retirement Ready	7	7	1
b	FOREX-Dollar firms against euro on weak German PMI data	9	10	1
b	UPDATE 1-Spanish yields hit new lows as economy accelerates	9	7	1
b	Sterling caught in euro 's relief-fueled slipstream	7	1	2
b	Credit Suisse Conviction Sends Warning to Banks Under Scrutiny	9	8	0
b	US STOCKS SNAPSHOT-Wall St opens lower as earnings loom	9	18	1
b	UK Shares Increase After Weekly Gain as AstraZeneca Advances	9	10	0
b	Dollar rallies on strong US jobs data ; euro falls	10	3	1
b	Nikkei Futures Fall on Yen Gains as Citigroup Slips After Market	11	9	0
b	Egypt raises fuel prices by up to 78 percent from midnight -oil ministry source	14	1	1
t	How NASA Sold Us the Moon 45 Years Ago but Fails to Market Human ...	15	13	3
b	Musk 's Battery Plant Boosted as Panasonic Signs Letter of Intent	11	8	1
t	A New US Global Policy in Communications	7	7	0
e	The Risen Christ : A Call to Conversion	8	6	1
t	Even cavemen had to eat their greens : 50000-year-old poo reveals first ...	13	1	6
b	Legal Team Exodus at Mortgage Firm Said to Prompt US Review	11	10	0
b	FOREX-Euro stabilises but still in the doldrums on ECB threat	10	9	1
e	Dolce & Gabbana Are Going To Jail For A While	10	9	1
t	To Save the Internet We Need to Own the Means of Distribution	12	8	0
m	UPDATE 3-BioDelivery , Endo painkiller moves one step closer to approval	11	9	2
b	UK inflation falls to lowest in over four years in March , house prices up strongly	16	3	1
m	A nation of drinkers : More than three million people die every year from alcohol ...	16	2	4
m	New Beard Study Suggests Hipsters Should Think Twice About Weird Facial Hair	12	12	0
b	UPDATE 1-US Navy SEALs board tanker carrying oil from Libya rebel port	12	14	1
t	Climate Change Dangers Here Now , Will Worsen Many Human Ills , UN Panel ...	15	13	5
m	UPDATE 1-Britain 's cost agency not ready to back Gilead hepatitis C drug	13	9	2
t	Comcast considers $ 2.5 bln more in share buyback - Bloomberg	11	2	3
b	UPDATE 5-Citi posts higher income as troubled assets perform better	10	7	1
t	CORRECTED-NASA carbon dioxide-hunting telescope reaches orbit	6	13	2
b	UPDATE 1-Medtronic deal draws Washington scrutiny of tax relocations	9	8	1
b	S & P cuts Puerto Rico Electric debt rating again	10	5	1
e	Hey Star Wars -- Where The Hell Are The Women ?	11	9	3
b	UPDATE 2-Rescuers close in on 3 trapped Honduran miners , 8 missing	12	8	2
b	UK Yield Curve Flattest in 5 Years Amid BOE Rate Bets	11	12	0
b	UPDATE 2-Tax savings spur Tim Hortons-Burger King merger talks ; shares surge	12	11	3
t	Apple Introduces More Affordable IPhone 5c With Less Memory ( 1 )	12	9	2
t	UPDATE 2-US , UK advise avoiding Internet Explorer until bug fixed	11	12	2
e	'Transcendence ' Review : It 's Like A Clunky TED Talk	11	10	4
b	FOREX-Yen nurses losses , euro subdued ahead of inflation data	10	6	2
e	US STOCKS-Futures drop as Iraq turmoil continues	7	10	1
b	CORRECTED-REFILE-At China 's Alibaba , chairman Ma 's dealings raise red flags	12	19	5
b	UnitedHealth plans to be major Obamacare player in 2015	9	3	0
b	UPDATE 1-China Jan-Feb property investment slows , sales drop	9	9	3
e	Beyoncé 's Not Bossy , She 's The Boss -- And We Believe Her	14	10	5
e	Baptism of ire ! Brad Paisley winds up church activists by taking cheeky selfie at ...	16	3	4
b	Home Depot Profit Trails Some Estimates as Housing Cools	9	8	0
e	Inside Chris Brown 's LA jail cell where he 'll spend 23 hours a day in solitary ...	18	5	5
b	UPDATE 1-US services sector growth slows in April - Markit	10	10	2
t	TiVo Makes a Cable Box for Cord Cutters	8	7	0
b	US STOCKS-Futures flat after six straight days of gains	9	9	1
e	Andrew Garfield and Emma Stone get kissing lesson from Chris Martin on SNL	13	9	0
b	AT & T nears DirecTV purchase in new jolt to TV landscape	12	8	1
b	Ukraine faces gas cut threat as talks with Russia fail	10	2	0
b	CORRECTED-Philip Morris to stop cigarette production in Australia	8	12	1
b	GLOBAL MARKETS-Asian stocks tread water ahead of US jobs data	10	16	1
t	UberX Drivers In New York City Are Probably Making More Money Than You	13	14	0
e	J-Lo tries to comfort Jessica from the hilariously monikered Slapout , Alabama ...	13	5	5
b	Fed 's Plosser : Massive bank reserves could trigger inflation	10	3	2
t	Is T-Mobile Doing Too Well to Sell Out to Sprint ?	11	9	2
e	'Leaked ' Star Wars Footage Is Awesome ... And Fake	10	8	5
b	Treasuries Fall Second Day Before $ 69 Billion of Sales This Week	12	9	1
b	How AstraZeneca escaped Pfizer 's clutches this time	8	4	1
e	X-Men : Days Of Future Past dominates at global box office as it rakes in ...	16	6	5
b	BNP Paribas leads European shares higher after sanctions settlement	9	5	0
e	MTV VMAs Air Ferguson PSAs , Common Leads Moment Of Silence For Michael ...	14	18	4
e	Potato Salad Kickstarter Has Raised HOW MUCH ?	8	12	1
b	Japan Current Account Rebounds to First Surplus in 5 Months	10	7	0
e	Archive : Beyonce leaves with Solange after she attacks Jay Z	11	5	1
e	Elle Fanning Is Clearly The Key To Angelina Jolie 's Happiness	11	10	1
b	US STOCKS-Futures point to flat open , consumer data awaited	10	9	2
e	That 's laying it on a bit Thicke ! Robin to name his new album after his estranged ...	19	3	5
e	Lindsay Lohan hams it up in comic cameo on 2 Broke Girls	12	4	0
m	Natco moves to oppose Gilead hepatitis C drug patent in India-source	11	4	1
b	UPDATE 3-Apache to quit gas projects in Australia and Canada	10	9	1
b	UPDATE 2-BlackBerry posts smaller-than-expected loss ; shares rise	8	8	4
b	Blockbuster Bakken deal may put a bit more oil in traders ' hands	13	2	1
m	Carisa Ruscak , 14.5-Pound Baby , Born In Massachusetts	9	7	4
e	'How I Met Your Mother ' Theme Song Gets An 8-Bit Makeover	12	11	3
b	US STOCKS-Futures point to lower open with indexes at records	10	9	1
b	With Alitalia , Etihad Adds to Its Global Stable of Airlines	11	8	1
b	Reynolds Has Weighed Lorillard Purchase Amid On-and-Off Talks	8	9	2
e	Candace Cameron Brue ditches most off her clothes after Dancing With The ...	13	6	3
e	No more drama ! Maksim Chmerkovskiy vows to keep his firey temper in check ...	15	3	4
b	GM Halts South Africa Carmaking After Wage Talks Collapse	9	10	0
b	UPDATE 1-How does the ECB 's four-year loan scheme work ?	11	10	4
e	Palm Sunday Photos 2014 : Christians Celebrate Around The World	10	8	1
e	Rolling Stones Cancel 14 On Fire Tour After L'Wren Scott 's Death	12	11	2
b	UPDATE 1-IPO VIEW-Fund managers look to make room for Alibaba	10	15	2
b	RPT-GLOBAL ECONOMY WEEKAHEAD-Europe fears deflation as Ukraine ...	8	27	5
b	' A grave moment for France ' : National Front sweeps to victory in Paris leaving ...	17	5	6
b	UPDATE 4-Oracle quarterly results disappoint Wall St ; shares fall	10	9	2
b	Home Starts Jump as US Builders Freed From Winter Slowdown ( 3 )	13	10	2
e	HBO Releases New 'Game Of Thrones ' Season 4 Trailer With More Action And ...	15	14	5
b	WRAPUP 1-US housing regaining footing as supply improves	8	8	1
b	Obamacare Enrollment Surging With Last-Minute Sign-Ups	6	8	2
m	Flu Drugs Stockpiled May Do More Harm Than Good , Researchers Say	12	11	1
e	Footage shows President FDR WALKING at baseball game as he battled polio	12	12	0
e	Monty Python 's 'DYING circus ' : Mixed reaction from fans to famous five 's £4.5m ...	17	8	9
e	This Consensual Sex Anthem Should Definitely Be On Every Club 's Playlist	12	11	1
e	Austin Mahone dons a very similar look to Justin Bieber as he wears black ...	15	4	3
b	TOP Oil Market News : WTI Near 1-Month Low Before US Crude Data	13	17	2
t	Researchers Discover Why Zebras Have Stripes	6	6	0
b	US STOCKS-S & P 500 ends at record on housing , HP ; transports fly	15	12	4
t	Congress Is Debating The Future Of The Internet	8	8	0
b	UPDATE 3-US takes first step toward fracking disclosure rules	9	8	1
b	Europe 's Cabbies , Fed Up With Uber , Plan a Day of Traffic Chaos	15	10	3
e	Pop 's ladies lead MTV VMAs with raunchy moves and tears	11	7	1
e	Diller Goes Big in US High Court Gamble on Aereo 's Future ( 1 )	15	10	3
b	NY Attorney General Issues Subpoenas To High-Speed Trading Firms	9	11	1
b	Dollar Falls to One-Month Low Versus Euro as Krone Slides	10	9	1
e	'Jeopardy ! ' Champion Arthur Chu Loses After 12-Day Run	10	8	4
b	Alstom should be a good investment for France , says CEO Kron	12	6	1
b	US clarifies what lightly processed oil drillers can export	9	2	0
b	RPT-US attorney general says banks may face criminal cases soon	10	5	1
b	UPDATE 1-US Senate confirms Fischer , two other nominees for Fed	11	11	2
e	The engagement ring Johnny Depp gave Amber Heard was 'too big for her so he ...	16	5	4
t	Fast track to space : Soyuz craft successfully docks at International Space Station ...	14	5	4
t	Chrysler 's Smaller Ram Cargo Van to Take on Nissan , Ford	12	8	2
e	Marvel Loves Faking Deaths In The Cinematic Universe	8	8	0
m	New CDC PrEP Guidelines Could Transform HIV Prevention	8	14	0
b	MARKET EYE-Indian bond yields hit 1-month high as oil prices rise	11	10	2
t	Netflix says Comcast/TWC deal bad for video providers	8	5	1
b	UPDATE 2-India c.bank leaves rates on hold ; election , monsoon in focus	13	7	4
b	Telefonica Wins Conditional EU Approval for E-Plus Deal	8	9	1
e	Britney 's Just the Beginning : How Auto-Tuning Took Over the Music Industry	13	10	3
b	JD.com Founder Liu 's Wealth Surges to $ 6.1 Billion on IPO	12	10	4
b	Hillary Clinton Is Going On Fox News To Promote Her New Book	12	12	0
b	UPDATE 1-Bank of England 's Miles sees strong chance rates will rise before ...	14	9	5
b	Adobe 's Shift to Cloud Ramps Up as Online Users Grow	11	8	1
b	Bullard Says Economy Strong Enough to Handle 2015 Rate Rise	10	8	0
b	UPDATE 2-Amgen to cut up to 2900 jobs , prepares to introduce new drugs	14	7	2
t	World Is Ill-Prepared for Global Warming Impacts , UN Panel Says	11	11	2
t	Google 's Self-Driving Cars Have Gotten Good At Not Hitting Jaywalkers	11	11	2
t	Fitch Affirms Comcast 's IDR at ' A- ' Following Asset Divestiture	12	10	4
b	FOREX-Dollar steady near 4-month low ahead of Yellen 's debut	10	7	3
e	Gwen Stefani to join The Voice as a judge while a pregnant Christina Aguilera ...	15	6	3
t	Red Hat 1st-qtr results beat estimates on subscription growth	9	2	1
e	Not learning his lesson ? Wiz Khalifa posts a picture of himself smoking after ...	15	3	4
e	Tonight Show With Jimmy Fallon	5	5	0
t	Apple seeks deal with Comcast that could revolutionize video streaming	10	2	0
e	Jenny McCarthy Reveals She 'll Be Hosting New SiriusXM Show	10	12	1
b	Canadian Dollar at Three-Month High After Minutes Damp Fed Bets	10	10	1
b	Daiichi Sankyo says Sun Pharma to buy Indian unit Ranbaxy	10	6	0
e	George Michael : 'My Gay Life Did n't Get Easier When I Came Out '	15	12	4
b	SE Asia Stocks - Mostly up ; China PMI boosts region	11	9	2
e	Barbara Walters Reveals Her Last Day On 'The View '	10	9	2
b	Australia shares edge down to near 4-wk lows ; banks , energy down	13	1	3
e	Dave Coulier Got Married And His Wedding Was A 'Full House ' Reunion	13	12	2
e	Please Do Not Pay Someone $ 3000 To Live-Tweet Your Wedding	11	10	2
b	Spanish , Italian Bond Yields Drop to Records on ECB Speculation	11	10	1
b	WRAPUP 3-US consumers lift spending , but sentiment slips	9	8	2
b	Is Uber Above the Law ? Probably Not	8	6	1
b	PRECIOUS-Gold edges up as investors digest Yellen comments	8	10	1
e	Shakira enjoys rock performance during The Voice battle rounds	9	3	0
e	The 'Teenage Mutant Ninja Turtles ' Trailer Is Here	9	8	2
b	Gold Holds Decline From Three-Month High on US Rates Outlook	10	11	1
t	UPDATE 2-Microsoft targeted in apparent Chinese antitrust probe	8	8	1
b	Uninsured Rate Drops To New Low As Obamacare Sign-Ups Surge	10	11	1
b	UPDATE 2-Obamacare website stalls briefly ahead of enrollment deadline	9	7	1
m	UPDATE 1-Consumers seek to raise California cap on malpractice awards	10	8	1
b	UPDATE 2-Ex-Anglo Irish chairman found not guilty on lending charges	10	9	2
t	FCC 's Internet Fast-Lane Far From Done Deal as Debate Begins	11	12	2
e	'Modern Family ' wins Emmy for best comedy series	9	3	2
b	GLOBAL MARKETS-Stocks flat after Putin comments ; gold falls	9	15	2
e	Here comes the , er , blushing bride : Kim Kardashian takes over Versailles with ...	16	4	6
b	RPT-BOJ keeps policy steady , revises up view on overseas growth	11	6	2
t	Tibetans Got High-Altitude Gene From Archaic Humans	7	8	1
b	CANADA FX DEBT-Canada dollar steady despite oil-price jump	8	13	2
b	Fed Says Economy Rebounding as It Trims Bond Purchases	9	8	0
b	RPT-Wall St Week Ahead-Fear strikes out on Wall Street	9	10	2
b	Candy Crush app maker King seeks to value company at $ 7.5 BILLION for IPO	15	13	2
e	EXCLUSIVE : TOWIE star Danielle Armstrong reveals she styles herself on Kim ...	13	17	4
e	UPDATE 1-Cannes festival lineup mixes Hollywood star power , world cinema	11	8	2
b	Bank of America , ex-CEO Lewis settle NY lawsuit over Merrill	11	9	2
t	Watch This Video And You 'll Never Again Text While Driving	11	10	1
t	OkCupid 's Experiment May Have Broken FTC Rules	8	10	1
m	Ebola Cases May Surpass 20000 , WHO Says in Updated Plan	11	10	1
b	Walmart 's Making It Cheaper For America To Buy Organic Groceries	11	10	1
t	NYT CEO : We Have to Get Back to Ad Growth	11	12	1
t	Google And Novartis Have Plans For 'Smart ' Contact Lenses	10	9	2
e	Pharrell Williams Releases 'Marilyn Monroe ' Music Video	8	7	2
e	Beyonce Changes Lyrics To 'Resentment , ' Internet Explodes With Jay Z ...	13	10	6
t	Facebook Seeks to Deliver Web Access Via Drones , Satellites	10	8	1
e	Diane Sawyer to say her final goodbye tonight as anchor of ABC 's World News ...	16	7	4
m	Diet drinks DO help you lose weight : Study finds they 're more effective than ...	16	4	5
b	Clearer Protections for Clean Water	5	4	0
b	COLUMN-If Argentina restructures bonds to evade hedge funds , sanctions loom ...	12	8	5
e	Pictured : Lea Michele 'escorted ' in a convertible by male gigolo love on set of ...	17	3	6
e	Oscar-nominated director Paul Mazursky of the 1978 hit An Unmarried Woman ...	12	6	4
b	US STOCKS-Wall St little changed as Ukraine , China concerns brushed off	12	12	2
b	Snapchat , A Company That Has Never Made Any 'Money , ' Is Valued At $ 10 Billion	18	13	5
t	Apple Should Have Read The Lyrics Before Putting This Song In An Ad	13	13	0
b	BP 's Lake Michigan Oil Spill : More Mess and Less Transparency From the ...	15	11	5
b	FedEx 2015 Profit Forecast Tops Estimates on Growth View	9	8	0
e	Here 's What Happens When 'Star Wars ' Meets 'Girls '	11	8	5
t	Is YOUR phone at risk ? 85 % of Android devices are vulnerable to flaw that ...	17	6	5
e	They 're off and running ! Beyonce and Jay Z begin their joint megatour in Miami ...	17	5	5
b	Russia Cuts Gas to Ukraine While Maintaining Flow to EU	10	9	0
e	Kanye West 's missing reflection in Vogue selfie sparks Internet speculation and ...	13	4	4
e	Game Of Thrones author George RR Martin hits out at TV show 's crypt rape scene	16	9	1
b	Second largest American Apparel shareholder sells most of stock	9	3	0
b	UPDATE 4-Valeant , Ackman offer to buy Botox maker Allergan for $ 47 bln	14	10	3
t	UPDATE 3-Leaving politics behind , Russian-US crew blasts off for space	11	10	3
e	Speed To Blame For Paul Walker 's Tragic Car Crash	10	9	1
e	Ben Savage flies solo without onscreen wife Danielle Fishel as he joins the ...	14	4	3
e	Kristen Bell cosies up to co-star Jason Dohring on the red carpet at the New York ...	17	6	4
b	GLOBAL ECONOMY-China , Asian factory growth gathers pace ; Europe falters	11	16	3
e	Morgan Freeman 's soothing tones transformed into a childlike squeak as he ...	13	2	4
b	Johnson Controls to Spin Off Automotive Interiors Into Venture	9	8	0
b	Euro zone bond yields fall after Draghi flags ECB action	10	5	0
b	Health insurers say majority of Obamacare enrollees have paid	9	2	0
b	Nissan Benefits From China Growth as Profits Gain 37 %	10	7	1
b	UPDATE 2-SNB says ready to act as needed in wake of ECB easing	13	12	1
e	Of Course Mike 'The Situation ' Sorrentino Was Arrested In A Tanning Salon	13	12	2
e	Harrison Ford 's Broken Ankle Will Keep Him Away From 'Star Wars ' For 2 Months	16	13	3
t	Newfound Alien Planet 'Gliese 832c ' May Be Able To Support Life	12	10	2
b	RPT-FOREX-Dollar 's gains trimmed after US private-sector jobs data	9	11	4
b	Kiwi Leads Currency Gains as Putin Speech Boosts Risk Appetite	10	9	0
m	The Last Word When It Comes To Buying Organic	9	9	0
t	Texas cheerleader who shared images of exotic animals she had killed 'has ...	13	1	4
m	Egypt Reports First Case Of MERS Virus	7	10	0
b	UPDATE 2-China factories struggle , adds to expectations for stimulus	10	7	2
b	National Bank of Greece Said to Plan EU2.1 Bln Capital Increase	11	10	1
b	Bitcoin : the New Era of Wildcat Banking	8	5	1
b	Canadian dairy producer Saputo to close four factories	8	2	0
b	PRECIOUS-Gold hits 3-week high on Iraq turmoil ; platinum rebounds	10	10	3
e	' I miss you and I 'm sorry ' : Robin Thicke dedicates yet ANOTHER song to ...	18	11	7
b	CORRECTED-GLOBAL MARKETS-China shares lead Asia higher , dollar buoyed	9	24	3
b	Home Depot 's first-quarter sales rise 2.9 pct	8	2	3
b	Taco Bell Is Going Upscale—Really	5	6	0
b	UPDATE 2-Media executives question Comcast-Time Warner Cable deal	8	11	2
b	REFILE-WRAPUP 6-Argentina fails to reach debt agreement , default imminent	10	13	3
t	T-Mobile Keeps Adding Subscribers as Forecast Raised	7	7	1
e	UPDATE 1-Fox trims 'American Idol ' hours , unveils Batman show	11	10	4
b	Bond 's Liquidity Threat Is Revealed in Derivatives Explosion	9	7	1
b	UPDATE 2-Weaker corporate tax receipts worsen US budget picture	9	9	1
e	Katy Perry painting to hang next to Madonna and Beyonce at National Portrait ...	14	6	3
t	GM 's Seriously Huge Liability Trouble	6	6	1
b	FOREX-Dollar takes heart from ADP report , jobs data next test	11	9	2
b	Morgan Stanley Steps away from return target timeframe	8	3	0
e	'Up to a dozen ' women are seeking compensation from Rolf Harris ' multi-million ...	15	3	7
e	Lady Gaga takes a tumble thanks to her ridiculous platform shoes	11	2	0
b	Cellist Frets Apple 's Streaming Push Means Smaller Checks	9	8	1
e	Comcast Just Accused Netflix Of Screwing Its Users To Make A Point	12	12	0
e	Hayden Panettiere , 24 , and boxer fiance Wladimir Klitschko 'expecting their first ...	14	4	6
b	Facebook Q1 revenue grows 72 percent	6	2	0
m	American Ebola Patient Coming To US	6	7	0
b	Obama Equal Pay Actions Match Senate Democrat Agenda	8	8	0
e	Mark Wahlberg flashes peace sign as brother Donnie gets engaged to Jenny ...	13	4	3
b	US rejects challenge to $ 13 bln JPMorgan Chase settlement	10	6	1
t	Harley-Davidson goes electric : Motorbike firm reveals its first battery-powered ...	11	3	6
e	Chelsea players to honour Lord Richard Attenborough by wearing black ...	11	4	3
b	Target : Do n't Bring Guns Into Our Stores	9	7	2
b	Nigerian Economy Overtakes South Africa 's on Rebased GDP	9	9	1
t	Oculus Gains Facebook 's Resources—and the Ire of Its Supporters	10	7	1
b	Hong Kong Defends Currency Peg for First Time Since 2012	10	8	0
e	Monty Python fans descend on O2 for reunion stage show opening night	12	3	0
b	Fed Decision-Day Guide : QE Tapering to Inflation Debate	9	9	2
b	King IPO Discount Shows One-Hit Wonder Worry for 'Candy Crush '	11	12	3
b	US orders oil-by-rail shippers to advise when cargo moves through states	11	2	2
t	US FCC extends first deadline to comment on net neutrality	10	5	0
b	US STOCKS-Wall St set for flat open ; Barclays lawsuit in focus	12	11	2
b	Michigan Sentiment Index Fell to a Four-Month Low in March ( 1 )	13	8	3
b	NY AG to file securities fraud lawsuit against Barclays -source	10	5	1
b	Mayor Dennis Kneier Resigns Over Dog Poop Throwing Incident Caught On Tape	12	12	0
